user_id,username,country,registration_date,total_deposited,total_withdrawn,vip_status
87,User87,FR,2023-04-05,8185.39,5853.15,Gold
88,User88,DK,2023-10-24,5159.91,3707.82,Silver
89,User89,UK,2023-11-06,2579.56,2415.93,Gold
90,User90,DE,2024-01-19,8636.68,4032.58,VIP
91,User91,DK,2023-05-21,3465.55,1236.41,VIP
92,User92,FR,2022-12-06,7846.18,4770.9,Gold
93,User93,PL,2023-05-09,238.77,138.82,Silver
94,User94,DK,2023-12-30,7457.78,3666.79,Silver
95,User95,NO,2023-06-25,7568.24,2949.44,VIP
96,User96,NO,2023-01-05,5128.24,3730.55,Gold
97,User97,DK,2023-12-28,7029.09,2692.15,Regular
98,User98,IT,2023-10-28,1959.45,1668.45,Gold
99,User99,DK,2023-06-04,9495.81,7106.57,VIP
100,User100,NO,2023-01-15,1997.91,1799.72,Silver
101,User101,FR,2023-04-23,4598.31,4223.46,Gold
102,User102,DK,2023-02-22,9362.07,8876.58,VIP
103,User103,PL,2023-08-29,205.79,132.24,Regular
104,User104,ES,2023-12-06,3581.07,3150.01,Gold
105,User105,NO,2024-01-29,5601.31,2756.8,Silver
106,User106,ES,2023-12-06,9156.25,3306.04,Regular
107,User107,DE,2023-10-23,7566.58,2611.99,VIP
108,User108,DE,2022-11-26,9257.16,3128.01,Silver
109,User109,UK,2023-06-22,7846.84,2571.5,Regular
110,User110,PL,2023-04-02,5188.31,4200.58,VIP
111,User111,IT,2022-08-12,7949.66,5453.02,Silver
112,User112,PL,2023-10-22,5386.35,2878.96,VIP
113,User113,PL,2022-09-04,201.67,181.81,VIP
114,User114,NO,2023-06-28,4300.65,4014.14,Regular
115,User115,NO,2022-09-01,6813.82,4183.86,Regular
116,User116,DK,2022-10-04,2580.83,2130.97,VIP
117,User117,NO,2022-11-27,9236.06,4795.71,Regular
118,User118,DE,2023-05-06,3980.75,3184.46,Gold
119,User119,NL,2023-09-11,4936.23,4094.12,Silver
120,User120,FR,2023-09-19,768.26,418.65,Silver
121,User121,PL,2023-03-29,6841.02,6144.38,VIP
122,User122,DE,2023-11-18,6986.9,3988.28,Silver
123,User123,IT,2023-11-02,3755.27,2802.95,Gold
124,User124,ES,2023-02-26,1895.95,1003.87,Silver
125,User125,UK,2023-02-08,9082.24,8391.38,Gold
126,User126,ES,2023-12-16,110.81,73.63,Gold
127,User127,ES,2023-09-29,4718.35,4186.28,Gold
128,User128,FR,2023-04-02,7121.76,4300.36,Regular
129,User129,UK,2023-03-15,8229.98,4940.73,Regular
130,User130,SE,2022-12-03,8620.88,2915.91,Regular
131,User131,SE,2023-03-09,1859.5,908.69,Regular
132,User132,IT,2024-01-13,4872.27,3176.74,VIP
133,User133,UK,2023-05-22,1031.64,468.61,Silver
134,User134,FR,2023-11-19,7592.64,5732.37,Gold
135,User135,FR,2023-09-27,6321.59,3324.23,Silver
136,User136,DE,2023-01-07,2093.74,1049.79,Silver
137,User137,ES,2023-01-25,606.51,434.31,VIP
138,User138,DE,2023-01-21,4311.74,2748.51,Regular
139,User139,IT,2023-09-14,8575.42,3209.12,Regular
140,User140,FR,2023-11-17,6918.2,6342.5,Silver
141,User141,FR,2022-11-26,5871.88,3929.52,VIP
142,User142,UK,2023-04-26,3773.88,3187.28,Silver
143,User143,NL,2023-01-17,4661.81,3142.91,Silver
144,User144,DK,2023-05-31,2269.16,705.78,Regular
145,User145,ES,2023-09-05,6524.25,3824.08,Gold
146,User146,NO,2024-02-01,7227.23,3252.76,Regular
147,User147,NO,2023-04-01,8502.43,5343.72,Gold
148,User148,PL,2023-07-11,3940.49,3452.01,VIP
149,User149,UK,2023-12-03,519.83,253.05,Gold
150,User150,PL,2023-07-20,7274.78,6111.48,VIP
151,User151,NL,2023-11-20,2489.68,1499.4,Regular
152,User152,ES,2023-10-05,3475.34,1743.23,Regular
153,User153,SE,2023-02-25,8364.95,3435.86,Silver
154,User154,FR,2024-01-05,3365.48,1630.5,VIP
155,User155,FR,2023-08-14,5263.93,2186.67,Regular
156,User156,DK,2024-01-15,2714.96,2030.03,Gold
157,User157,DK,2022-12-16,6319.43,2471.36,Silver
158,User158,DE,2023-05-04,2207.53,740.95,Silver
159,User159,PL,2023-05-02,6095.04,5486.98,Silver
160,User160,UK,2023-05-12,3769.09,3032.01,Silver
161,User161,DE,2022-10-20,9675.61,5606.7,Silver
162,User162,IT,2023-11-01,2078.93,780.22,Silver
163,User163,UK,2022-10-20,4959.41,4047.95,Regular
164,User164,FR,2023-09-29,3741.67,2493.35,Gold
165,User165,FR,2023-01-10,6044.41,4883.25,Silver
166,User166,FR,2024-02-08,6310.33,1932.98,Gold
167,User167,NL,2023-01-24,5100.51,3812.63,Silver
168,User168,SE,2023-12-23,1591.08,983.02,Gold
169,User169,DK,2023-01-17,9337.39,8020.66,Regular
170,User170,NL,2022-08-18,3896.23,2055.86,Gold
171,User171,SE,2022-10-09,155.42,88.8,VIP
172,User172,DE,2023-03-31,399.17,342.4,Gold
173,User173,PL,2022-10-25,9140.54,6942.94,Silver
174,User174,ES,2022-10-20,8814.19,6597.5,Regular
175,User175,SE,2023-03-19,7515.01,6908.41,Regular
176,User176,DE,2023-11-06,6777.44,3762.13,Silver
177,User177,UK,2023-12-30,1632.98,1232.13,Regular
178,User178,DE,2023-11-16,9820.77,3998.12,Gold
179,User179,SE,2023-07-01,8842.75,3584.6,Regular
180,User180,NL,2023-03-19,6907.29,5696.25,Silver
181,User181,UK,2023-08-04,5030.92,3501.21,Regular
182,User182,NL,2024-02-07,2709.11,1984.39,VIP
183,User183,DE,2023-07-08,7431.8,4650.68,Regular
184,User184,DK,2022-11-26,8369.12,4331.83,Gold
185,User185,IT,2023-07-12,7429.37,6758.85,VIP
186,User186,NL,2023-01-15,7338.61,4947.41,VIP
187,User187,SE,2023-02-13,9727.28,3674.37,Silver
188,User188,FR,2023-01-07,8778.84,3993.97,VIP
189,User189,FR,2024-01-20,8925.05,4903.41,Regular
190,User190,NO,2023-07-30,7661.17,5267.76,Gold
191,User191,FR,2023-02-15,1736.56,608.34,Silver
192,User192,UK,2023-12-28,348.49,267.68,Silver
193,User193,DE,2022-11-13,8426.74,3934.57,Gold
194,User194,DE,2024-01-20,2386.36,1299.83,Silver
195,User195,DK,2023-10-11,9042.88,8407.33,VIP
196,User196,UK,2022-12-12,8052.04,6886.73,Silver
197,User197,NL,2024-01-07,3272.06,2713.72,Silver
198,User198,ES,2023-12-18,1479.97,1396.88,VIP
199,User199,UK,2023-04-27,5068.36,4333.01,Gold
200,User200,IT,2022-08-17,1161.34,862.81,VIP
201,User201,DE,2023-01-20,3973.19,2790.79,Gold
202,User202,NL,2024-01-02,9570.78,3457.04,Regular
203,User203,PL,2023-07-02,7196.65,3259.93,VIP
204,User204,SE,2023-09-12,4999.59,2354.62,VIP
205,User205,NL,2022-10-19,6625.58,2506.47,VIP
206,User206,DK,2023-09-15,6425.84,4123.28,Regular
207,User207,DK,2023-11-30,1207.03,603.57,Gold
208,User208,PL,2023-03-17,7586.51,4644.56,Gold
209,User209,SE,2023-11-23,8901.05,8159.74,Regular
210,User210,IT,2023-10-11,7709.15,3227.13,Gold
211,User211,NL,2024-02-04,183.12,63.25,Regular
212,User212,SE,2023-05-28,5209.24,1657.84,Regular
213,User213,FR,2023-05-13,4210.33,1408.92,Silver
214,User214,DK,2023-11-30,167.33,97.18,Regular
215,User215,DK,2022-10-27,3255.63,1663.85,Gold
216,User216,ES,2023-10-09,1609.25,492.16,VIP
217,User217,SE,2023-03-17,4352.18,3277.72,Gold
218,User218,UK,2023-11-24,5407.12,3982.48,VIP
219,User219,NL,2022-10-31,1668.99,542.79,VIP
220,User220,PL,2022-12-13,3702.94,2060.39,VIP
221,User221,DE,2022-12-16,1602.26,1447.86,Regular
222,User222,NL,2023-05-13,5939.9,3713.71,VIP
223,User223,DK,2023-03-25,4450.87,4042.17,Silver
224,User224,DK,2023-02-24,7884.18,7337.44,VIP
225,User225,PL,2023-12-13,2441.84,1787.42,VIP
226,User226,DK,2023-04-11,6396.46,2092.04,VIP
227,User227,NO,2023-02-17,1427.41,535.38,VIP
228,User228,PL,2022-11-22,6265.21,3985.69,Gold
229,User229,PL,2023-07-23,4765.97,2068.49,Gold
230,User230,DK,2023-05-25,6810.3,4941.83,VIP
231,User231,UK,2023-01-14,2668.29,1677.94,Silver
232,User232,UK,2022-11-13,2850.44,1130.12,Gold
233,User233,NO,2022-11-07,878.27,366.34,VIP
234,User234,FR,2023-04-22,4528.62,2040.24,Silver
235,User235,UK,2022-10-18,2884.43,2478.2,Silver
236,User236,ES,2023-03-07,8780.17,4280.06,Gold
237,User237,NL,2023-02-04,6502.61,2247.65,Regular
238,User238,DE,2023-07-08,9992.08,4792.13,Gold
239,User239,FR,2023-12-16,6828.08,4340.39,Gold
240,User240,PL,2022-08-29,7356.77,2384.66,Silver
241,User241,IT,2023-10-24,2995.68,1708.51,Silver
242,User242,DK,2023-06-24,2351.84,2030.47,VIP
243,User243,UK,2023-10-29,1612.41,1434.55,Regular
244,User244,NO,2024-01-10,5137.83,3342.21,Silver
245,User245,FR,2023-03-22,7257.18,3593.3,Silver
246,User246,PL,2024-01-08,2899.06,2706.89,Silver
247,User247,ES,2022-12-29,8199.46,6855.84,Regular
248,User248,IT,2023-08-03,9685.1,7667.18,Gold
249,User249,NL,2022-12-17,2059.0,1552.87,Regular
250,User250,DK,2023-04-22,4505.86,4109.67,Silver
251,User251,IT,2024-01-03,4711.7,1631.46,Silver
252,User252,DK,2022-10-24,3911.8,2243.81,Gold
253,User253,NL,2022-08-30,4789.8,3777.54,Silver
254,User254,UK,2023-08-24,8117.38,2493.1,Gold
255,User255,PL,2023-01-30,8603.89,7930.83,Gold
256,User256,ES,2023-05-22,9081.11,7083.98,Regular
257,User257,UK,2023-04-09,252.02,232.7,Silver
258,User258,ES,2023-01-25,9988.05,7479.25,Silver
259,User259,ES,2022-11-24,8178.23,2622.88,Gold
260,User260,IT,2024-01-31,7666.42,4281.93,Silver
261,User261,DK,2023-06-22,3338.27,2133.74,Gold
262,User262,NO,2022-09-10,7804.37,7001.26,VIP
263,User263,DK,2023-02-09,3692.65,3007.07,Gold
264,User264,DE,2024-01-10,7068.38,6518.8,Silver
265,User265,FR,2022-12-08,8685.42,4254.27,Regular
266,User266,FR,2023-02-24,450.94,308.43,Gold
267,User267,SE,2024-01-07,495.08,159.55,Silver
268,User268,NL,2022-12-05,6798.85,6322.74,Gold
269,User269,DE,2023-07-22,9571.22,6960.34,Silver
270,User270,NO,2023-12-08,9017.07,6864.41,Gold
271,User271,DK,2023-11-09,649.39,531.21,Regular
272,User272,DE,2023-01-11,5940.08,4486.4,VIP
273,User273,DK,2023-01-16,5940.41,2176.15,Regular
274,User274,DK,2024-01-11,9185.85,5050.32,Silver
275,User275,IT,2022-11-24,5908.56,4597.08,Regular
276,User276,IT,2024-01-29,3450.13,3039.81,Silver
277,User277,DE,2023-08-16,8601.58,3276.6,Regular
278,User278,PL,2023-05-15,9042.7,7777.26,VIP
279,User279,SE,2023-08-17,3749.94,1942.83,Silver
280,User280,UK,2023-04-06,814.75,433.17,Gold
281,User281,DK,2022-09-09,5846.46,3983.75,VIP
282,User282,FR,2022-09-10,9237.05,6450.7,VIP
283,User283,FR,2023-06-20,3459.75,1328.09,VIP
284,User284,IT,2022-09-18,7613.95,5172.75,Silver
285,User285,IT,2023-10-08,3980.8,3215.13,VIP
286,User286,NO,2023-02-05,9865.81,7988.86,Gold
287,User287,IT,2023-08-24,5306.87,2347.97,VIP
288,User288,DK,2022-10-15,4311.66,1929.78,Silver
289,User289,ES,2023-05-02,4533.34,3883.57,Silver
290,User290,DE,2023-07-01,6301.46,3074.89,Silver
291,User291,IT,2023-03-29,8506.57,5456.27,Silver
292,User292,ES,2023-12-13,8847.7,4869.4,Silver
293,User293,DK,2023-01-27,9767.5,8721.22,Gold
294,User294,IT,2022-12-13,456.63,194.17,Silver
295,User295,FR,2023-06-08,8349.46,4629.75,VIP
296,User296,DK,2023-05-14,6160.3,2879.5,Regular
297,User297,UK,2023-08-04,4653.65,4273.29,Gold
298,User298,FR,2022-10-30,7118.74,4615.77,Silver
299,User299,DE,2023-06-20,9343.2,5759.2,Silver
300,User300,DE,2023-03-26,218.58,182.17,Regular
301,User301,FR,2022-12-19,9760.49,3196.22,Silver
302,User302,NL,2022-11-25,7929.79,6877.01,Silver
303,User303,PL,2023-04-25,2495.46,937.75,Silver
304,User304,NL,2022-12-23,6746.83,3393.89,VIP
305,User305,IT,2022-10-12,2819.24,2292.65,Gold
306,User306,NL,2023-02-23,7593.34,6417.61,Gold
307,User307,DK,2022-10-06,5681.5,4151.75,Silver
308,User308,SE,2023-11-02,6895.96,4967.92,VIP
309,User309,IT,2022-08-24,9332.4,6141.24,Regular
310,User310,PL,2022-12-27,652.07,411.95,Silver
311,User311,DE,2023-04-18,849.13,309.24,Silver
312,User312,DE,2023-02-07,5229.82,3777.33,Silver
313,User313,ES,2024-01-03,9217.0,4962.94,Regular
314,User314,NL,2023-09-19,9901.03,7410.19,Regular
315,User315,SE,2023-02-22,990.27,384.45,Regular
316,User316,UK,2023-02-10,6336.23,5885.27,Regular
317,User317,NL,2023-09-08,2242.95,1438.94,Silver
318,User318,NL,2022-10-05,9954.24,4992.64,VIP
319,User319,DE,2023-10-17,934.51,766.0,Gold
320,User320,PL,2023-12-02,3249.44,1767.87,Gold
321,User321,SE,2023-04-09,8913.49,5605.63,VIP
322,User322,NO,2022-09-19,9878.9,4632.2,Regular
323,User323,FR,2022-09-26,8531.3,5213.15,Regular
324,User324,DE,2023-09-06,1022.51,355.81,VIP
325,User325,FR,2024-01-09,5496.91,1719.07,Regular
326,User326,ES,2023-03-09,9508.32,8013.78,Silver
327,User327,DK,2024-01-19,9121.32,6084.41,Regular
328,User328,NO,2023-08-05,4393.34,1635.1,Regular
329,User329,NL,2023-09-01,9417.48,2892.99,Gold
330,User330,UK,2022-10-12,8799.37,3210.34,VIP
331,User331,DE,2023-09-22,9869.35,6585.45,Regular
332,User332,PL,2022-10-14,7312.91,5294.74,VIP
333,User333,IT,2022-11-28,4973.31,3000.61,Regular
334,User334,FR,2022-12-14,524.83,237.6,Regular
335,User335,DK,2023-04-28,2938.95,1333.24,VIP
336,User336,NL,2023-11-28,7388.15,5460.34,Gold
337,User337,ES,2023-03-25,7899.62,4234.82,Regular
338,User338,ES,2023-01-06,3779.45,2685.67,Silver
339,User339,NO,2023-07-23,7064.02,3179.42,Regular
340,User340,IT,2023-02-27,1056.19,488.41,Regular
341,User341,FR,2023-06-20,6345.59,2655.34,VIP
342,User342,SE,2022-10-03,7080.6,5391.0,VIP
343,User343,SE,2022-12-03,3982.56,1696.37,Silver
344,User344,SE,2023-05-04,3565.14,1639.64,Gold
345,User345,NL,2023-10-27,2101.0,1803.63,Silver
346,User346,IT,2022-12-21,7502.2,2718.77,VIP
347,User347,IT,2022-10-14,4202.43,2321.11,Gold
348,User348,IT,2023-04-23,3966.49,2667.34,Gold
349,User349,DE,2023-11-17,9831.47,3827.7,Gold
350,User350,DK,2023-07-02,4257.14,3762.61,VIP
351,User351,UK,2023-01-08,7543.66,2456.55,VIP
352,User352,NL,2023-06-10,4841.31,3446.08,Gold
353,User353,SE,2024-01-31,5683.47,1738.64,Regular
354,User354,PL,2023-07-07,7769.88,6525.33,Silver
355,User355,NL,2023-01-20,4784.03,3952.55,Silver
356,User356,FR,2024-02-04,2450.34,1213.23,Gold
357,User357,DK,2023-04-27,5676.93,2726.91,Regular
358,User358,FR,2022-09-01,5649.25,3381.2,Regular
359,User359,SE,2022-08-29,2568.47,2078.93,Silver
360,User360,DK,2022-09-13,4820.15,1510.8,Regular
361,User361,NL,2023-12-25,9742.28,4391.55,Regular
362,User362,DK,2023-12-13,1540.91,884.02,Silver
363,User363,UK,2022-09-09,7409.87,5526.61,Gold
364,User364,NO,2023-08-13,6747.36,4421.47,VIP
365,User365,IT,2022-12-29,1944.53,632.35,Regular
366,User366,PL,2023-09-14,8507.93,6831.37,Silver
367,User367,UK,2022-08-18,1176.8,1045.04,Silver
368,User368,DK,2022-11-25,5050.44,3368.05,Regular
369,User369,SE,2023-03-21,1020.2,903.62,Regular
370,User370,FR,2022-11-04,7800.89,3429.56,Gold
371,User371,ES,2023-03-20,2558.47,1946.14,Silver
372,User372,SE,2022-10-01,3625.26,3279.92,VIP
373,User373,SE,2023-04-24,8138.28,4703.53,Regular
374,User374,NL,2022-10-18,6240.87,4047.66,Gold
375,User375,NO,2023-06-08,2281.3,1257.87,VIP
376,User376,NL,2023-09-15,4090.79,2910.76,Regular
377,User377,ES,2023-10-18,1058.45,660.85,Regular
378,User378,DE,2023-04-07,2892.28,2593.11,VIP
379,User379,FR,2022-10-28,1632.19,1256.47,VIP
380,User380,DK,2022-08-23,1792.26,699.18,Silver
381,User381,DE,2023-04-14,7979.41,4681.85,Regular
382,User382,DK,2023-05-05,3813.16,1369.24,Silver
383,User383,ES,2023-05-06,7963.36,4474.76,Gold
384,User384,DK,2023-01-22,9373.6,4092.33,Silver
385,User385,ES,2023-04-18,8591.37,7811.36,Silver
386,User386,FR,2023-03-01,6280.34,3954.68,Regular
387,User387,DK,2023-06-01,9800.09,7661.93,VIP
388,User388,IT,2023-08-29,9629.69,5676.78,Gold
389,User389,DK,2023-12-10,6931.78,3241.69,VIP
390,User390,SE,2022-12-04,5132.0,3115.77,VIP
391,User391,NL,2023-09-10,3802.54,1673.72,Regular
392,User392,NL,2023-07-14,1505.11,598.37,Gold
393,User393,FR,2024-01-15,2254.57,865.9,Regular
394,User394,SE,2023-10-03,1417.99,450.77,Silver
395,User395,SE,2022-10-18,9455.81,7281.08,Gold
396,User396,PL,2023-11-25,2755.98,1599.56,VIP
397,User397,PL,2023-11-22,4374.11,4089.78,Regular
398,User398,SE,2023-07-30,97.94,43.45,Regular
399,User399,NL,2023-10-03,4298.82,1740.48,Regular
400,User400,UK,2023-09-10,220.3,184.25,VIP
401,User401,ES,2022-12-20,2466.38,2094.49,Gold
402,User402,SE,2023-06-25,6415.89,5355.82,VIP
403,User403,PL,2022-08-13,4488.51,3399.69,Gold
404,User404,NL,2024-01-11,2623.48,1481.45,Silver
405,User405,IT,2023-07-05,8503.11,4390.27,VIP
406,User406,SE,2023-04-13,6232.94,4300.59,Gold
407,User407,IT,2023-05-11,9622.9,5448.52,Silver
408,User408,ES,2022-09-28,4716.65,2647.59,VIP
409,User409,DK,2022-11-02,3156.33,2122.03,Silver
410,User410,DK,2024-01-27,5749.57,3088.64,VIP
411,User411,FR,2023-10-17,8666.74,5151.99,VIP
412,User412,DK,2023-10-10,9800.34,3529.19,VIP
413,User413,PL,2022-09-29,7094.04,3663.81,VIP
414,User414,UK,2023-07-13,5511.31,2422.24,Regular
415,User415,FR,2023-10-12,391.87,217.23,Silver
416,User416,NO,2022-11-08,4704.39,4211.55,Gold
417,User417,ES,2023-01-31,3556.56,2064.83,Silver
418,User418,DE,2023-03-12,1091.92,565.93,Silver
419,User419,ES,2023-01-07,5004.12,3396.23,Regular
420,User420,NO,2023-07-28,2845.65,2037.02,Silver
421,User421,FR,2024-01-21,7134.73,6641.26,Silver
422,User422,FR,2023-04-10,1502.18,1124.71,VIP
423,User423,SE,2022-10-01,7300.6,4154.92,Silver
424,User424,IT,2023-06-09,3165.39,1477.44,Gold
425,User425,SE,2024-01-25,4088.82,3240.6,VIP
426,User426,UK,2022-10-22,4586.74,3016.05,Gold
427,User427,SE,2023-09-13,2295.97,1016.62,VIP
428,User428,DK,2022-10-12,5150.17,3785.29,Gold
429,User429,NL,2023-02-24,7514.71,3346.0,Regular
430,User430,NO,2023-08-27,6377.3,5156.75,Regular
431,User431,DE,2023-02-20,3549.71,2590.32,Gold
432,User432,NL,2023-01-22,5430.27,3161.24,Regular
433,User433,IT,2023-07-30,782.35,646.31,Silver
434,User434,PL,2023-07-17,6677.1,4740.82,Regular
435,User435,NO,2023-10-13,8610.0,8088.45,Silver
436,User436,DE,2023-09-22,458.29,393.53,VIP
437,User437,UK,2023-08-30,773.22,306.25,Regular
438,User438,SE,2022-08-15,4186.35,3920.87,VIP
439,User439,NO,2023-02-04,4024.45,2282.69,Silver
440,User440,IT,2023-03-25,6328.51,2078.3,Gold
441,User441,DE,2022-09-17,3592.99,1328.51,Silver
442,User442,NO,2023-12-15,3109.77,2696.91,VIP
443,User443,DE,2023-07-19,7099.51,2954.05,Regular
444,User444,PL,2024-01-26,8921.97,5077.49,Regular
445,User445,SE,2023-04-02,9205.94,7009.18,Silver
446,User446,IT,2023-11-06,2303.26,1636.48,Silver
447,User447,DK,2023-04-02,7013.37,6366.08,Regular
448,User448,NO,2023-03-12,8195.02,6394.74,VIP
449,User449,IT,2022-09-24,2845.65,1135.76,Regular
450,User450,NO,2023-03-04,5943.27,4691.62,Regular
451,User451,DK,2022-12-13,6915.5,5871.42,Gold
452,User452,UK,2022-11-27,6231.31,5516.19,Gold
453,User453,NO,2022-08-17,6663.88,5076.71,Silver
454,User454,UK,2023-03-19,9727.06,6109.71,Silver
455,User455,PL,2023-04-28,4885.42,3917.33,VIP
456,User456,PL,2022-10-08,6147.5,2521.82,Regular
457,User457,FR,2023-12-23,4506.23,4070.29,VIP
458,User458,SE,2022-12-16,6321.11,5756.81,VIP
459,User459,ES,2024-01-15,5513.94,3233.59,Regular
460,User460,NL,2023-09-02,4815.57,1603.21,Regular
461,User461,SE,2023-02-12,4630.69,3334.54,Regular
462,User462,DE,2023-10-21,6482.13,2665.3,Gold
463,User463,PL,2023-07-05,3671.05,2064.26,Silver
464,User464,SE,2023-11-03,2961.63,1901.95,VIP
465,User465,PL,2023-01-08,8165.36,3337.02,VIP
466,User466,DK,2022-09-29,7436.64,6786.24,Regular
467,User467,DE,2022-08-14,6654.45,5270.06,Silver
468,User468,DE,2023-01-05,889.4,729.14,Silver
469,User469,SE,2023-02-27,4947.85,3935.03,Gold
470,User470,SE,2023-06-06,6492.75,5274.11,VIP
471,User471,PL,2023-06-02,3520.9,1385.22,VIP
472,User472,NO,2023-10-20,548.63,242.9,Gold
473,User473,IT,2022-11-17,3490.76,2373.65,Silver
474,User474,IT,2023-09-25,2397.38,1712.49,VIP
475,User475,SE,2022-11-12,2590.93,1114.48,Silver
476,User476,NL,2023-07-09,6941.2,3330.68,Regular
477,User477,DE,2023-08-13,3058.85,1238.0,VIP
478,User478,IT,2023-12-31,7594.73,2973.11,Regular
479,User479,NL,2023-01-09,9160.62,4839.77,VIP
480,User480,SE,2023-02-14,6518.67,3735.48,Silver
481,User481,ES,2023-04-19,1857.65,579.14,Silver
482,User482,DK,2024-02-07,5108.64,2376.31,Silver
483,User483,NO,2022-09-20,1248.41,478.19,Gold
484,User484,DK,2022-11-29,3126.74,2945.46,VIP
