user_id,username,country,vip_status,registration_date,total_deposited,total_withdrawn,lifetime_bets,lifetime_staked,lifetime_won,lifetime_GGR
105,User105,NO,Silver,2024-01-29,5601.31,2756.8,13,2945.47,4603.53,-1658.06
106,User106,ES,Regular,2023-12-06,9156.25,3306.04,45,10361.65,12692.43,-2330.78
107,User107,DE,VIP,2023-10-23,7566.58,2611.99,23,6675.67,6004.97,670.7
108,User108,DE,Silver,2022-11-26,9257.16,3128.01,26,5920.23,7085.25,-1165.02
109,User109,UK,Regular,2023-06-22,7846.84,2571.5,13,2767.56,2277.8,489.76
110,User110,PL,VIP,2023-04-02,5188.31,4200.58,34,7605.57,10190.7,-2585.13
111,User111,IT,Silver,2022-08-12,7949.66,5453.02,48,10957.31,16913.85,-5956.54
112,User112,PL,VIP,2023-10-22,5386.35,2878.96,35,7251.6,8846.11,-1594.51
113,User113,PL,VIP,2022-09-04,201.67,181.81,10,2365.58,5953.68,-3588.1
114,User114,NO,Regular,2023-06-28,4300.65,4014.14,39,9724.14,10606.15,-882.01
115,User115,NO,Regular,2022-09-01,6813.82,4183.86,32,8356.57,12938.85,-4582.28
116,User116,DK,VIP,2022-10-04,2580.83,2130.97,44,11266.43,10352.72,913.71
117,User117,NO,Regular,2022-11-27,9236.06,4795.71,48,9336.9,14405.81,-5068.91
118,User118,DE,Gold,2023-05-06,3980.75,3184.46,26,7367.45,9172.62,-1805.17
119,User119,NL,Silver,2023-09-11,4936.23,4094.12,6,1921.83,3281.32,-1359.49
120,User120,FR,Silver,2023-09-19,768.26,418.65,37,8026.85,8269.26,-242.41
121,User121,PL,VIP,2023-03-29,6841.02,6144.38,24,6380.46,9768.58,-3388.12
122,User122,DE,Silver,2023-11-18,6986.9,3988.28,19,3636.46,5386.14,-1749.68
123,User123,IT,Gold,2023-11-02,3755.27,2802.95,20,4862.14,6486.47,-1624.33
124,User124,ES,Silver,2023-02-26,1895.95,1003.87,10,1721.47,1672.81,48.66
125,User125,UK,Gold,2023-02-08,9082.24,8391.38,11,3402.67,3157.93,244.74
126,User126,ES,Gold,2023-12-16,110.81,73.63,27,7003.91,10113.61,-3109.7
127,User127,ES,Gold,2023-09-29,4718.35,4186.28,27,6631.07,8156.85,-1525.78
128,User128,FR,Regular,2023-04-02,7121.76,4300.36,15,3786.31,3876.15,-89.84
129,User129,UK,Regular,2023-03-15,8229.98,4940.73,49,10144.11,8484.65,1659.46
130,User130,SE,Regular,2022-12-03,8620.88,2915.91,38,8079.44,8579.55,-500.11
131,User131,SE,Regular,2023-03-09,1859.5,908.69,32,6857.06,12844.45,-5987.39
132,User132,IT,VIP,2024-01-13,4872.27,3176.74,3,1173.63,598.39,575.24
133,User133,UK,Silver,2023-05-22,1031.64,468.61,2,260.0,651.35,-391.35
134,User134,FR,Gold,2023-11-19,7592.64,5732.37,21,5753.7,7893.89,-2140.19
135,User135,FR,Silver,2023-09-27,6321.59,3324.23,38,9602.22,12827.02,-3224.8
136,User136,DE,Silver,2023-01-07,2093.74,1049.79,50,13995.54,22200.18,-8204.64
137,User137,ES,VIP,2023-01-25,606.51,434.31,2,531.35,1089.02,-557.67
138,User138,DE,Regular,2023-01-21,4311.74,2748.51,12,3432.48,5884.82,-2452.34
139,User139,IT,Regular,2023-09-14,8575.42,3209.12,8,1595.76,2372.53,-776.77
140,User140,FR,Silver,2023-11-17,6918.2,6342.5,36,7958.39,10774.35,-2815.96
141,User141,FR,VIP,2022-11-26,5871.88,3929.52,25,6619.51,5674.21,945.3
142,User142,UK,Silver,2023-04-26,3773.88,3187.28,35,7753.88,7396.23,357.65
143,User143,NL,Silver,2023-01-17,4661.81,3142.91,20,5445.3,5898.01,-452.71
144,User144,DK,Regular,2023-05-31,2269.16,705.78,31,8091.11,12001.76,-3910.65
145,User145,ES,Gold,2023-09-05,6524.25,3824.08,9,2627.57,3480.38,-852.81
146,User146,NO,Regular,2024-02-01,7227.23,3252.76,16,3856.51,4750.5,-893.99
147,User147,NO,Gold,2023-04-01,8502.43,5343.72,24,5789.37,5052.65,736.72
148,User148,PL,VIP,2023-07-11,3940.49,3452.01,25,6289.17,5632.79,656.38
149,User149,UK,Gold,2023-12-03,519.83,253.05,26,6739.97,5349.5,1390.47
150,User150,PL,VIP,2023-07-20,7274.78,6111.48,33,8951.33,8848.6,102.73
151,User151,NL,Regular,2023-11-20,2489.68,1499.4,45,11112.06,13691.39,-2579.33
152,User152,ES,Regular,2023-10-05,3475.34,1743.23,1,493.96,0.0,493.96
153,User153,SE,Silver,2023-02-25,8364.95,3435.86,20,4652.31,5793.87,-1141.56
154,User154,FR,VIP,2024-01-05,3365.48,1630.5,28,8996.79,12085.0,-3088.21
155,User155,FR,Regular,2023-08-14,5263.93,2186.67,47,10712.45,12228.29,-1515.84
156,User156,DK,Gold,2024-01-15,2714.96,2030.03,14,3321.95,3036.87,285.08
157,User157,DK,Silver,2022-12-16,6319.43,2471.36,20,4990.59,6679.62,-1689.03
158,User158,DE,Silver,2023-05-04,2207.53,740.95,26,6750.45,10201.72,-3451.27
159,User159,PL,Silver,2023-05-02,6095.04,5486.98,37,10394.65,14704.52,-4309.87
160,User160,UK,Silver,2023-05-12,3769.09,3032.01,24,5900.22,5386.87,513.35
161,User161,DE,Silver,2022-10-20,9675.61,5606.7,22,5076.67,7384.9,-2308.23
162,User162,IT,Silver,2023-11-01,2078.93,780.22,36,9758.27,16146.91,-6388.64
163,User163,UK,Regular,2022-10-20,4959.41,4047.95,46,11779.39,17869.79,-6090.4
164,User164,FR,Gold,2023-09-29,3741.67,2493.35,18,5087.48,6229.67,-1142.19
165,User165,FR,Silver,2023-01-10,6044.41,4883.25,25,5001.65,9725.88,-4724.23
166,User166,FR,Gold,2024-02-08,6310.33,1932.98,42,9803.32,12088.98,-2285.66
167,User167,NL,Silver,2023-01-24,5100.51,3812.63,24,5521.2,4483.32,1037.88
168,User168,SE,Gold,2023-12-23,1591.08,983.02,34,8898.74,14046.89,-5148.15
169,User169,DK,Regular,2023-01-17,9337.39,8020.66,37,9489.6,8379.41,1110.19
170,User170,NL,Gold,2022-08-18,3896.23,2055.86,21,4213.9,6184.15,-1970.25
171,User171,SE,VIP,2022-10-09,155.42,88.8,22,5121.44,8213.08,-3091.64
172,User172,DE,Gold,2023-03-31,399.17,342.4,45,10136.65,17264.63,-7127.98
173,User173,PL,Silver,2022-10-25,9140.54,6942.94,3,846.67,989.24,-142.57
174,User174,ES,Regular,2022-10-20,8814.19,6597.5,29,8141.57,8612.2,-470.63
175,User175,SE,Regular,2023-03-19,7515.01,6908.41,12,3039.75,3434.0,-394.25
176,User176,DE,Silver,2023-11-06,6777.44,3762.13,13,3273.53,2273.93,999.6
177,User177,UK,Regular,2023-12-30,1632.98,1232.13,23,5306.2,7502.77,-2196.57
178,User178,DE,Gold,2023-11-16,9820.77,3998.12,45,10134.28,9007.42,1126.86
179,User179,SE,Regular,2023-07-01,8842.75,3584.6,31,8036.33,12081.41,-4045.08
180,User180,NL,Silver,2023-03-19,6907.29,5696.25,16,3356.15,2023.54,1332.61
181,User181,UK,Regular,2023-08-04,5030.92,3501.21,30,6640.64,9628.43,-2987.79
182,User182,NL,VIP,2024-02-07,2709.11,1984.39,25,5770.73,5791.63,-20.9
183,User183,DE,Regular,2023-07-08,7431.8,4650.68,25,6380.32,8361.58,-1981.26
184,User184,DK,Gold,2022-11-26,8369.12,4331.83,25,5490.51,6099.54,-609.03
185,User185,IT,VIP,2023-07-12,7429.37,6758.85,6,1689.32,1172.96,516.36
186,User186,NL,VIP,2023-01-15,7338.61,4947.41,26,7463.31,12919.86,-5456.55
187,User187,SE,Silver,2023-02-13,9727.28,3674.37,20,5849.36,4924.07,925.29
188,User188,FR,VIP,2023-01-07,8778.84,3993.97,31,8907.28,12348.35,-3441.07
189,User189,FR,Regular,2024-01-20,8925.05,4903.41,7,1739.99,1737.27,2.72
190,User190,NO,Gold,2023-07-30,7661.17,5267.76,46,11315.33,12164.25,-848.92
191,User191,FR,Silver,2023-02-15,1736.56,608.34,2,272.17,507.54,-235.37
192,User192,UK,Silver,2023-12-28,348.49,267.68,35,9918.84,13712.02,-3793.18
193,User193,DE,Gold,2022-11-13,8426.74,3934.57,30,7832.6,17610.2,-9777.6
194,User194,DE,Silver,2024-01-20,2386.36,1299.83,21,5594.95,7152.77,-1557.82
195,User195,DK,VIP,2023-10-11,9042.88,8407.33,49,12747.9,16301.84,-3553.94
196,User196,UK,Silver,2022-12-12,8052.04,6886.73,47,14031.86,12965.48,1066.38
197,User197,NL,Silver,2024-01-07,3272.06,2713.72,27,4901.28,7469.5,-2568.22
198,User198,ES,VIP,2023-12-18,1479.97,1396.88,42,10871.69,13690.15,-2818.46
199,User199,UK,Gold,2023-04-27,5068.36,4333.01,24,6054.45,7263.26,-1208.81
200,User200,IT,VIP,2022-08-17,1161.34,862.81,22,4325.77,5317.73,-991.96
201,User201,DE,Gold,2023-01-20,3973.19,2790.79,1,463.78,0.0,463.78
202,User202,NL,Regular,2024-01-02,9570.78,3457.04,7,1541.8,201.97,1339.83
203,User203,PL,VIP,2023-07-02,7196.65,3259.93,11,3546.19,3060.22,485.97
204,User204,SE,VIP,2023-09-12,4999.59,2354.62,19,4780.85,6046.58,-1265.73
205,User205,NL,VIP,2022-10-19,6625.58,2506.47,24,5568.8,9377.87,-3809.07
206,User206,DK,Regular,2023-09-15,6425.84,4123.28,7,1502.63,1527.59,-24.96
207,User207,DK,Gold,2023-11-30,1207.03,603.57,2,519.45,0.0,519.45
208,User208,PL,Gold,2023-03-17,7586.51,4644.56,1,417.46,1557.13,-1139.67
209,User209,SE,Regular,2023-11-23,8901.05,8159.74,20,5817.91,9069.05,-3251.14
210,User210,IT,Gold,2023-10-11,7709.15,3227.13,33,8143.1,7051.63,1091.47
211,User211,NL,Regular,2024-02-04,183.12,63.25,3,573.95,308.04,265.91
212,User212,SE,Regular,2023-05-28,5209.24,1657.84,18,4501.5,8036.14,-3534.64
213,User213,FR,Silver,2023-05-13,4210.33,1408.92,41,9899.81,9754.75,145.06
214,User214,DK,Regular,2023-11-30,167.33,97.18,42,10181.35,10008.69,172.66
215,User215,DK,Gold,2022-10-27,3255.63,1663.85,45,10949.71,12098.03,-1148.32
216,User216,ES,VIP,2023-10-09,1609.25,492.16,45,10853.56,13113.61,-2260.05
217,User217,SE,Gold,2023-03-17,4352.18,3277.72,17,3586.33,5501.71,-1915.38
218,User218,UK,VIP,2023-11-24,5407.12,3982.48,15,2617.34,3591.11,-973.77
219,User219,NL,VIP,2022-10-31,1668.99,542.79,49,11911.32,15034.51,-3123.19
220,User220,PL,VIP,2022-12-13,3702.94,2060.39,41,12257.86,11064.73,1193.13
221,User221,DE,Regular,2022-12-16,1602.26,1447.86,28,5984.46,7776.15,-1791.69
222,User222,NL,VIP,2023-05-13,5939.9,3713.71,46,12005.31,16963.88,-4958.57
223,User223,DK,Silver,2023-03-25,4450.87,4042.17,44,11000.93,12271.7,-1270.77
224,User224,DK,VIP,2023-02-24,7884.18,7337.44,44,11841.47,13579.09,-1737.62
225,User225,PL,VIP,2023-12-13,2441.84,1787.42,12,2773.22,2076.06,697.16
226,User226,DK,VIP,2023-04-11,6396.46,2092.04,9,2469.7,136.74,2332.96
227,User227,NO,VIP,2023-02-17,1427.41,535.38,32,7782.01,10198.85,-2416.84
228,User228,PL,Gold,2022-11-22,6265.21,3985.69,41,10041.75,16000.97,-5959.22
229,User229,PL,Gold,2023-07-23,4765.97,2068.49,4,1166.8,1611.63,-444.83
230,User230,DK,VIP,2023-05-25,6810.3,4941.83,7,2098.76,1747.76,351.0
231,User231,UK,Silver,2023-01-14,2668.29,1677.94,1,225.64,388.1,-162.46
232,User232,UK,Gold,2022-11-13,2850.44,1130.12,4,1163.82,680.54,483.28
233,User233,NO,VIP,2022-11-07,878.27,366.34,28,7615.17,7944.79,-329.62
234,User234,FR,Silver,2023-04-22,4528.62,2040.24,39,7795.79,9277.87,-1482.08
235,User235,UK,Silver,2022-10-18,2884.43,2478.2,2,482.75,480.74,2.01
236,User236,ES,Gold,2023-03-07,8780.17,4280.06,29,8281.06,7441.04,840.02
237,User237,NL,Regular,2023-02-04,6502.61,2247.65,7,2181.71,2635.97,-454.26
238,User238,DE,Gold,2023-07-08,9992.08,4792.13,25,6420.38,4826.56,1593.82
239,User239,FR,Gold,2023-12-16,6828.08,4340.39,33,7143.46,9397.86,-2254.4
240,User240,PL,Silver,2022-08-29,7356.77,2384.66,6,1603.53,3446.79,-1843.26
241,User241,IT,Silver,2023-10-24,2995.68,1708.51,9,2383.22,3792.18,-1408.96
242,User242,DK,VIP,2023-06-24,2351.84,2030.47,38,10410.09,16810.44,-6400.35
243,User243,UK,Regular,2023-10-29,1612.41,1434.55,27,7003.24,4631.41,2371.83
244,User244,NO,Silver,2024-01-10,5137.83,3342.21,24,5884.87,3849.71,2035.16
245,User245,FR,Silver,2023-03-22,7257.18,3593.3,36,9320.96,11937.31,-2616.35
246,User246,PL,Silver,2024-01-08,2899.06,2706.89,17,4342.4,4781.59,-439.19
247,User247,ES,Regular,2022-12-29,8199.46,6855.84,35,7491.35,9948.89,-2457.54
248,User248,IT,Gold,2023-08-03,9685.1,7667.18,7,1362.92,1148.45,214.47
249,User249,NL,Regular,2022-12-17,2059.0,1552.87,23,5528.01,6429.7,-901.69
250,User250,DK,Silver,2023-04-22,4505.86,4109.67,4,1061.85,1117.07,-55.22
251,User251,IT,Silver,2024-01-03,4711.7,1631.46,47,12450.76,9537.4,2913.36
252,User252,DK,Gold,2022-10-24,3911.8,2243.81,10,2853.15,243.24,2609.91
253,User253,NL,Silver,2022-08-30,4789.8,3777.54,24,5578.85,7682.22,-2103.37
254,User254,UK,Gold,2023-08-24,8117.38,2493.1,8,1930.2,2340.67,-410.47
255,User255,PL,Gold,2023-01-30,8603.89,7930.83,8,1629.43,564.03,1065.4
256,User256,ES,Regular,2023-05-22,9081.11,7083.98,4,1088.07,791.08,296.99
257,User257,UK,Silver,2023-04-09,252.02,232.7,33,7854.62,6088.52,1766.1
258,User258,ES,Silver,2023-01-25,9988.05,7479.25,46,9415.15,9311.34,103.81
259,User259,ES,Gold,2022-11-24,8178.23,2622.88,40,8859.98,11090.09,-2230.11
260,User260,IT,Silver,2024-01-31,7666.42,4281.93,32,9171.15,15146.95,-5975.8
261,User261,DK,Gold,2023-06-22,3338.27,2133.74,46,13051.42,17234.84,-4183.42
262,User262,NO,VIP,2022-09-10,7804.37,7001.26,20,5206.25,5192.97,13.28
263,User263,DK,Gold,2023-02-09,3692.65,3007.07,13,3793.51,7695.25,-3901.74
264,User264,DE,Silver,2024-01-10,7068.38,6518.8,34,7699.22,8400.82,-701.6
265,User265,FR,Regular,2022-12-08,8685.42,4254.27,29,7515.43,8260.1,-744.67
266,User266,FR,Gold,2023-02-24,450.94,308.43,2,594.39,318.85,275.54
267,User267,SE,Silver,2024-01-07,495.08,159.55,34,9403.09,5179.51,4223.58
268,User268,NL,Gold,2022-12-05,6798.85,6322.74,38,11717.92,18595.86,-6877.94
269,User269,DE,Silver,2023-07-22,9571.22,6960.34,50,12869.27,13269.64,-400.37
270,User270,NO,Gold,2023-12-08,9017.07,6864.41,11,2596.89,2533.6,63.29
271,User271,DK,Regular,2023-11-09,649.39,531.21,37,8694.17,12309.39,-3615.22
272,User272,DE,VIP,2023-01-11,5940.08,4486.4,35,8593.56,8169.36,424.2
273,User273,DK,Regular,2023-01-16,5940.41,2176.15,32,8576.29,14008.37,-5432.08
274,User274,DK,Silver,2024-01-11,9185.85,5050.32,6,919.84,313.7,606.14
275,User275,IT,Regular,2022-11-24,5908.56,4597.08,3,754.52,1303.75,-549.23
276,User276,IT,Silver,2024-01-29,3450.13,3039.81,22,6045.54,9586.85,-3541.31
277,User277,DE,Regular,2023-08-16,8601.58,3276.6,23,6914.33,3469.77,3444.56
278,User278,PL,VIP,2023-05-15,9042.7,7777.26,29,7243.1,9864.78,-2621.68
279,User279,SE,Silver,2023-08-17,3749.94,1942.83,16,3960.61,3453.81,506.8
280,User280,UK,Gold,2023-04-06,814.75,433.17,46,11787.03,16950.79,-5163.76
281,User281,DK,VIP,2022-09-09,5846.46,3983.75,39,9436.6,10855.12,-1418.52
282,User282,FR,VIP,2022-09-10,9237.05,6450.7,3,430.49,45.3,385.19
283,User283,FR,VIP,2023-06-20,3459.75,1328.09,27,6681.47,11292.02,-4610.55
284,User284,IT,Silver,2022-09-18,7613.95,5172.75,41,11294.0,8502.83,2791.17
285,User285,IT,VIP,2023-10-08,3980.8,3215.13,40,8570.26,14561.01,-5990.75
286,User286,NO,Gold,2023-02-05,9865.81,7988.86,45,9610.04,10111.54,-501.5
287,User287,IT,VIP,2023-08-24,5306.87,2347.97,44,10052.85,10000.5,52.35
288,User288,DK,Silver,2022-10-15,4311.66,1929.78,11,1939.7,2879.83,-940.13
289,User289,ES,Silver,2023-05-02,4533.34,3883.57,9,2506.94,4246.12,-1739.18
290,User290,DE,Silver,2023-07-01,6301.46,3074.89,38,9605.58,9027.72,577.86
291,User291,IT,Silver,2023-03-29,8506.57,5456.27,36,8183.35,7688.34,495.01
292,User292,ES,Silver,2023-12-13,8847.7,4869.4,5,1143.17,1653.25,-510.08
293,User293,DK,Gold,2023-01-27,9767.5,8721.22,22,5173.34,6694.96,-1521.62
294,User294,IT,Silver,2022-12-13,456.63,194.17,49,10616.47,9081.4,1535.07
295,User295,FR,VIP,2023-06-08,8349.46,4629.75,48,12062.62,15139.64,-3077.02
296,User296,DK,Regular,2023-05-14,6160.3,2879.5,15,4033.77,6089.24,-2055.47
297,User297,UK,Gold,2023-08-04,4653.65,4273.29,1,441.13,0.0,441.13
298,User298,FR,Silver,2022-10-30,7118.74,4615.77,21,5933.63,3002.01,2931.62
299,User299,DE,Silver,2023-06-20,9343.2,5759.2,21,6592.66,8197.61,-1604.95
300,User300,DE,Regular,2023-03-26,218.58,182.17,41,10483.22,12217.53,-1734.31
301,User301,FR,Silver,2022-12-19,9760.49,3196.22,21,6885.16,5669.97,1215.19
302,User302,NL,Silver,2022-11-25,7929.79,6877.01,25,5557.49,3360.57,2196.92
